steamId,releaseDate,year,month,firstTimeStamp,firstSales,monthlySalesGrowth
570,2013-07-09,2017,5,2017-05-02 15:00:00,96711617,1457646
570,2013-07-09,2017,6,2017-06-02 15:00:00,98783598,2071981
570,2013-07-09,2017,7,2017-07-02 15:00:00,100575119,1791521
570,2013-07-09,2017,8,2017-08-02 15:00:00,102540510,1965391
570,2013-07-09,2017,9,2017-09-02 15:00:00,104006716,1466206
570,2013-07-09,2017,10,2017-10-02 15:00:00,105225862,1219146
570,2013-07-09,2017,11,2017-11-02 15:00:00,109272399,4046537
570,2013-07-09,2017,12,2017-12-02 16:00:00,110736073,1463674
570,2013-07-09,2018,1,2018-01-02 16:00:00,111958353,1222280
570,2013-07-09,2018,2,2018-02-02 16:00:00,112879194,920841
570,2013-07-09,2018,3,2018-03-02 16:00:00,114108588,1229394
570,2013-07-09,2018,4,2018-04-02 15:00:00,114942252,833664
570,2013-07-09,2018,5,2018-05-02 15:00:00,116028402,1086150
570,2013-07-09,2018,6,2018-06-02 15:00:00,117226688,1198286
570,2013-07-09,2018,7,2018-07-02 15:00:00,118260026,1033338
570,2013-07-09,2018,8,2018-08-02 15:00:00,119259482,999456
570,2013-07-09,2018,9,2018-09-02 15:00:00,120115090,855608
570,2013-07-09,2018,10,2018-10-02 15:00:00,120900041,784951
570,2013-07-09,2018,11,2018-11-02 15:00:00,125147337,4247296
570,2013-07-09,2018,12,2018-12-02 16:00:00,126177902,1030565
570,2013-07-09,2019,1,2019-01-02 16:00:00,126620778,442876
570,2013-07-09,2019,2,2019-02-02 16:00:00,127096752,475974
570,2013-07-09,2019,3,2019-03-02 16:00:00,127515694,418942
570,2013-07-09,2019,4,2019-04-02 15:00:00,127840165,324471
570,2013-07-09,2019,5,2019-05-02 15:00:00,128293712,453547
570,2013-07-09,2019,6,2019-06-02 15:00:00,129355868,1062156
570,2013-07-09,2019,7,2019-07-02 15:00:00,130592617,1236749
570,2013-07-09,2019,8,2019-08-02 15:00:00,130936862,344245
570,2013-07-09,2019,9,2019-09-02 15:00:00,131291175,354313
570,2013-07-09,2019,10,2019-10-02 15:00:00,132271038,979863
570,2013-07-09,2019,11,2019-11-02 15:00:00,136473178,4202140
570,2013-07-09,2019,12,2019-12-02 16:00:00,138483544,2010366
570,2013-07-09,2020,1,2020-01-02 16:00:00,139907428,1423884
570,2013-07-09,2020,2,2020-02-02 16:00:00,141128865,1221437
570,2013-07-09,2020,3,2020-03-02 16:00:00,142597362,1468497
570,2013-07-09,2020,4,2020-04-02 15:00:00,144057238,1459876
570,2013-07-09,2020,5,2020-05-02 15:00:00,145523866,1466628
570,2013-07-09,2020,6,2020-06-02 15:00:00,146999478,1475612
570,2013-07-09,2020,7,2020-07-02 15:00:00,148322319,1322841
570,2013-07-09,2020,8,2020-08-02 15:00:00,149275534,953215
570,2013-07-09,2020,9,2020-09-02 15:00:00,150082490,806956
570,2013-07-09,2020,10,2020-10-02 15:00:00,150966916,884426
570,2013-07-09,2020,11,2020-11-02 16:00:00,152493350,1526434
570,2013-07-09,2020,12,2020-12-02 16:00:00,153694349,1200999
570,2013-07-09,2021,1,2021-01-02 16:00:00,154774892,1080543
570,2013-07-09,2021,2,2021-02-02 16:00:00,155666252,891360
570,2013-07-09,2021,3,2021-03-02 16:00:00,156644064,977812
570,2013-07-09,2021,4,2021-04-02 15:00:00,157640023,995959
570,2013-07-09,2021,5,2021-05-02 15:00:00,158584014,943991
570,2013-07-09,2021,6,2021-06-02 15:00:00,159606621,1022607
570,2013-07-09,2021,7,2021-07-02 15:00:00,160688370,1081749
