steamId,last_30_avg,tags,genres,features
518790,3405.66,"['Hunting', 'Open World', 'Multiplayer', 'Nature', 'Relaxing', 'Stealth', 'Sandbox', 'FPS', 'Simulation', 'Survival', 'Realistic', 'Online Co-Op', 'First-Person', 'America', 'Co-op', 'Walking Simulator', 'Immersive Sim', 'Shooter', 'Sports', 'Controller']","['Adventure', 'Simulation', 'Sports']","['Single-player', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']"
304050,865.93,"['Free to Play', 'Sandbox', 'Open World', 'Pixel Graphics', 'Fantasy', 'MMORPG', 'Voxel', 'Family Friendly', 'Replay Value', 'Procedural Generation', 'Building', 'Crafting', 'Multiplayer', 'RPG', 'Adventure', 'Dungeon Crawler', 'Nostalgia', 'Massively Multiplayer', 'Action', 'Colorful']","['Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Free To Play']","['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases']"
815370,3104.68,"['Open World Survival Craft', 'Survival', 'Multiplayer', 'Online Co-Op', 'Open World', 'Crafting', 'Action', 'Base Building', 'Singleplayer', 'Adventure', 'Co-op', 'Exploration', 'First-Person', 'Sandbox', 'Simulation', 'Survival Horror', 'Atmospheric', 'Building', 'Realistic', 'Action-Adventure']","['Action', 'Adventure', 'Indie', 'Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']"
440900,5655.5,"['Survival', 'Open World', 'Building', 'Nudity', 'Open World Survival Craft', 'Crafting', 'Multiplayer', 'Sandbox', 'RPG', 'Massively Multiplayer', 'Adventure', 'Action', 'Online Co-Op', 'Exploration', 'Violent', 'Singleplayer', 'Co-op', 'Fantasy', 'Gore', 'PvP']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
444090,3340.94,"['Hero Shooter', 'Free to Play', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'PvP', 'MOBA', 'Online Co-Op', 'Fantasy', 'Controller', 'Strategy', 'Co-op', 'Character Customization', 'Massively Multiplayer', 'Adventure', 'Colorful', 'Funny']","['Action', 'Adventure', 'Massively Multiplayer', 'Strategy', 'Free To Play']","['Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']"
1145350,3081.79,"['Action', 'Roguelike', 'RPG', 'Roguelite', 'Hack and Slash', 'Action Roguelike', 'Action RPG', 'Dungeon Crawler', 'Mythology', 'Isometric', 'Hand-drawn', 'Story Rich', 'Atmospheric', 'Souls-like', 'Singleplayer', 'Female Protagonist', 'Indie', 'Early Access', 'Perma Death', 'Difficult']","['Action', 'Indie', 'RPG', 'Early Access']","['Single-player', 'Captions available', 'Steam Cloud', 'Family Sharing']"
581320,1719.82,"['FPS', 'Realistic', 'Shooter', 'Military', 'Tactical', 'Multiplayer', 'Action', 'First-Person', 'War', 'Online Co-Op', 'Co-op', 'Gore', 'Violent', 'Atmospheric', 'Difficult', 'Simulation', 'Open World', 'Massively Multiplayer', 'Indie', 'Choices Matter']",['Action'],"['Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']"
1222140,3899.2,"['Choices Matter', 'Story Rich', 'Multiple Endings', 'Cinematic', 'Singleplayer', 'Emotional', 'Robots', 'Sci-fi', 'Adventure', 'Futuristic', 'Beautiful', 'Great Soundtrack', 'Atmospheric', 'Third Person', 'Dynamic Narration', 'Replay Value', 'Cyberpunk', 'Narration', 'Violent', 'Female Protagonist']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']"
1677280,2584.88,"['Strategy', 'Wargame', 'RTS', 'Action RTS', 'Real Time Tactics', 'World War II', 'PvP', 'Turn-Based Tactics', 'Historical', 'Top-Down', 'Military', 'Turn-Based Strategy', 'Action', 'Choices Matter', 'Tactical', 'Turn-Based Combat', 'War', 'Singleplayer', 'Multiplayer', 'Cinematic']","['Action', 'Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Family Sharing']"
617290,334.94,"['Souls-like', 'Action', 'Co-op', 'RPG', 'Adventure', 'Third-Person Shooter', 'Multiplayer', 'Online Co-Op', 'Shooter', 'Post-apocalyptic', 'Survival', 'Difficult', 'Singleplayer', 'Lovecraftian', 'Dark Fantasy', 'Violent', 'Procedural Generation', 'Replay Value', 'Atmospheric', 'Horror']","['Action', 'Adventure', 'RPG']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
244850,5117.16,"['Space', 'Sandbox', 'Building', 'Open World Survival Craft', 'Multiplayer', 'Survival', 'Simulation', 'Open World', 'Physics', 'Crafting', 'Destruction', 'Co-op', 'Futuristic', 'Indie', 'Sci-fi', 'Singleplayer', 'Action', 'Strategy', 'Adventure', 'Early Access']","['Action', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']"
1343400,2288.64,"['Free to Play', 'MMORPG', 'Open World', 'Massively Multiplayer', 'RPG', 'Multiplayer', 'Fantasy', 'Character Customization', 'Adventure', 'Story Rich', 'PvE', 'Lore-Rich', 'PvP', 'Classic', 'Cult Classic', 'Point & Click', 'Exploration', 'Great Soundtrack', 'Casual', 'Action']","['Massively Multiplayer', 'RPG', 'Free To Play']","['MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']"
881020,1467.52,"['Anime', 'JRPG', 'Action RPG', 'Action', 'Online Co-Op', 'Multiplayer', 'Fantasy', 'RPG', 'Third Person', 'Female Protagonist', 'Singleplayer', 'Spectacle fighter', '3D', 'Hack and Slash', 'Controller', 'Magic', 'Swordplay', 'Dragons', 'PvE', 'Tutorial']","['Action', 'Adventure', 'RPG']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']"
214950,3983.96,"['Strategy', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'Rome', 'Tactical', 'Multiplayer', 'War', 'Real Time Tactics', 'RTS', 'Turn-Based', 'Singleplayer', 'Online Co-Op', 'Simulation', 'Turn-Based Tactics', 'Co-op', 'Moddable', 'Action', 'Atmospheric', 'Education']",['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
203160,1635.75,"['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Story Rich', 'Third-Person Shooter', 'Multiplayer', 'Exploration', 'Action-Adventure', 'Quick-Time Events', 'Atmospheric', 'Shooter', 'Puzzle', 'Stealth', 'Cinematic', 'Platformer', 'RPG', 'Reboot', '3D Vision']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
232090,9732.05,"['Zombies', 'Online Co-Op', 'Multiplayer', 'FPS', 'Gore', 'Post-apocalyptic', 'Hack and Slash', 'Moddable', 'Action', 'Shooter', 'Horror', 'First-Person', 'Survival', 'Co-op', 'Team-Based', 'Survival Horror', 'Atmospheric', 'PvE', 'Character Customization', 'Dark']",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
2344520,17140.32,"['Action RPG', 'Hack and Slash', 'Loot', 'Isometric', 'RPG', 'Online Co-Op', 'Singleplayer', 'Co-op', 'Action', 'Third Person', 'Dungeon Crawler', 'Multiplayer', 'Fantasy', 'PvE', 'Dark Fantasy', 'Story Rich', 'Gore', 'Exploration', 'Violent', 'Point & Click']","['Action', 'RPG']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']"
1244460,1266.23,"['Dinosaurs', 'Building', 'Simulation', 'Management', 'Sandbox', 'Strategy', 'Singleplayer', 'City Builder', 'Economy', 'Resource Management', 'Sci-fi', 'Open World', 'Violent', 'Atmospheric', 'Sequel', 'Action', 'Survival', 'Multiplayer', 'Base Building', 'Casual']","['Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'HDR available', 'Family Sharing']"
1462040,1195.27,"['RPG', 'Action RPG', 'JRPG', 'Action-Adventure', 'Singleplayer', 'Party-Based RPG', 'Spectacle fighter', 'Third Person', 'Action', 'Controller', 'Adventure', '3D', 'Fantasy', '3D Platformer', 'Magic', 'Story Rich', 'Realistic', 'Cinematic', 'Drama', 'Sci-fi']","['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
211820,1306.63,"['Open World Survival Craft', 'Sandbox', 'Survival', 'Adventure', 'Space', 'Crafting', 'Pixel Graphics', 'Online Co-Op', 'Multiplayer', 'Open World', 'Exploration', 'Relaxing', 'Indie', '2D', 'Action', 'Building', 'Co-op', 'RPG', 'Atmospheric', 'Sci-fi']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Family Sharing']"
552500,2141.59,"['Games Workshop', 'Dark Fantasy', 'Co-op', 'Online Co-Op', 'Hack and Slash', 'Gore', 'Multiplayer', 'Dwarf', 'PvE', 'Fantasy', 'First-Person', 'Elf', 'RPG', 'Roguelite', 'Combat', 'Action RPG', 'Atmospheric', 'Action', 'FPS', 'Adventure']","['Action', 'Indie', 'RPG']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']"
262060,3259.35,"['Turn-Based Combat', 'Dark Fantasy', 'Dungeon Crawler', 'Roguelike', 'RPG', 'Lovecraftian', 'Difficult', 'Turn-Based', 'Singleplayer', 'Perma Death', 'Strategy', 'Atmospheric', 'Dark', 'Indie', '2D', 'Roguelite', 'Horror', 'Gothic', 'Fantasy', 'Kickstarter']","['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']"
602960,2238.25,"['Co-op', 'Multiplayer', 'Survival', 'Submarine', 'Survival Horror', '2D', 'Horror', 'Underwater', 'Sci-fi', 'Simulation', 'Management', 'Strategy', 'Action', 'Moddable', 'Difficult', 'Gore', 'Violent', 'Singleplayer', 'Naval', 'Early Access']","['Action', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']"
39210,17936.44,"['MMORPG', 'RPG', 'Massively Multiplayer', 'Fantasy', 'Character Customization', 'JRPG', 'Story Rich', 'Open World', 'Multiplayer', 'Magic', 'Adventure', 'Third Person', 'Co-op', 'Action', 'Exploration', 'Atmospheric', 'Online Co-Op', 'Action RPG', 'Crafting', 'Female Protagonist']","['Massively Multiplayer', 'RPG']","['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Remote Play on Tablet', 'Family Sharing']"
960090,11113.11,"['Tower Defense', 'Strategy', 'Multiplayer', 'Singleplayer', 'Online Co-Op', 'Co-op', 'Family Friendly', 'Casual', '3D', 'Cartoony', 'Sandbox', 'Great Soundtrack', 'Difficult', 'Funny', 'Cute', 'Survival', 'Action', 'Indie', '2D', 'Adventure']",['Strategy'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']"
750920,960.71,"['Adventure', 'Action', 'Female Protagonist', 'Singleplayer', 'Open World', 'Third Person', 'Story Rich', 'Puzzle', 'Stealth', 'Action-Adventure', 'Exploration', 'Survival', 'Violent', 'Atmospheric', 'Shooter', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Dark', 'Heist']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
637650,825.08,"['RPG', 'Open World', 'JRPG', 'Fantasy', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Action', 'Multiplayer', 'Action RPG', 'Third Person', 'Anime', 'Hack and Slash', 'Atmospheric', 'Online Co-Op', 'Co-op', 'Violent', 'First-Person', 'Nudity']",['RPG'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']"
1627720,1299.59,"['Souls-like', 'Action', 'Dark Fantasy', 'Action RPG', 'Exploration', 'Third Person', 'Singleplayer', 'Story Rich', 'Adventure', 'Dark', 'Steampunk', 'Atmospheric', '3D', 'RPG', 'Choices Matter', 'Multiple Endings', 'Gothic', 'Violent', 'Difficult', 'Replay Value']","['Action', 'Adventure', 'RPG']","['Single-player', 'Family Sharing']"
1407200,3616.22,"['Tanks', 'Free to Play', 'Action', 'Military', 'PvP', 'Vehicular Combat', 'Multiplayer', 'Team-Based', 'Tactical', 'Massively Multiplayer', 'War', 'Historical', 'World War II', 'Simulation', 'Co-op', 'Realistic', 'Shooter', 'Third Person', 'Third-Person Shooter', 'PvE']","['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['MMO', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
787860,1836.32,"['Simulation', 'Farming Sim', 'Multiplayer', 'Agriculture', 'Realistic', 'Driving', 'Open World', 'Singleplayer', 'Management', 'Automobile Sim', 'Moddable', 'Co-op', 'Resource Management', 'Relaxing', 'First-Person', 'Online Co-Op', 'Economy', 'Family Friendly', 'Atmospheric', 'Strategy']",['Simulation'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
359320,3204.33,"['Space Sim', 'Space', 'Open World', 'Exploration', 'Sci-fi', 'Simulation', 'Massively Multiplayer', 'Multiplayer', 'VR', 'First-Person', 'Action', 'Adventure', 'Sandbox', 'Online Co-Op', 'Singleplayer', 'Trading', 'RPG', 'Difficult', 'Strategy', 'TrackIR']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'MMO', 'VR Supported', 'In-App Purchases', 'Remote Play on Tablet', 'Family Sharing']"
389730,653.3,"['Fighting', 'Action', 'Multiplayer', 'Competitive', 'Arcade', 'Local Multiplayer', 'Controller', '3D Fighter', 'Great Soundtrack', 'Singleplayer', 'eSports', 'Sports', 'Character Customization', 'Difficult', 'Anime', ""Beat 'em up"", 'Story Rich', 'Third Person', '2D Fighter', 'Atmospheric']","['Action', 'Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']"
2161700,4000.63,"['JRPG', 'RPG', 'Anime', 'Party-Based RPG', 'Adventure', 'Turn-Based Strategy', 'Strategy', 'Dating Sim', 'Story Rich', 'Dark', 'Strategy RPG', 'Emotional', 'Visual Novel', 'Colorful', 'Turn-Based Combat', 'Great Soundtrack', 'Supernatural', 'Mystery', 'Detective', 'Multiple Endings']","['Adventure', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
201270,,"['Strategy', 'Historical', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'Tactical', 'Singleplayer', 'Multiplayer', 'Real Time Tactics', 'Military', 'Diplomacy', 'Ninja', 'Co-op', 'Turn-Based', 'Medieval', 'Great Soundtrack', 'Moddable', 'Turn-Based Tactics', 'Action', 'Stylized']",['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Family Sharing']"
613100,1396.01,"['Simulation', 'Design & Illustration', 'Building', 'Singleplayer', 'Relaxing', 'Sandbox', 'Casual', 'Immersive Sim', 'Education', 'Management', 'First-Person', 'Economy', 'Family Friendly', 'Base Building', 'Replay Value', '3D', 'Realistic', 'Multiplayer', 'Indie', 'Moddable']","['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']"
337000,189.18,"['Cyberpunk', 'Stealth', 'RPG', 'Sci-fi', 'Story Rich', 'Action', 'Atmospheric', 'Singleplayer', 'Futuristic', 'First-Person', 'Illuminati', 'FPS', 'Immersive Sim', 'Great Soundtrack', 'Shooter', 'Open World', 'Conspiracy', 'Dystopian', 'Transhumanism', 'Adventure']","['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
668580,296.87,"['Sexual Content', 'Horror', 'FPS', 'Puzzle', 'Mystery', 'Singleplayer', 'Robots', 'Action', 'Shooter', 'Sci-fi', 'First-Person', 'Open World', 'Action-Adventure', 'Exploration', 'Alternate History', 'Gore', 'Atmospheric', 'Cyberpunk', 'Action RPG', 'RPG']","['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
848450,900.06,"['Open World Survival Craft', 'Survival', 'Underwater', 'Singleplayer', 'Open World', 'Horror', 'Exploration', 'Base Building', 'Indie', 'Adventure', 'Crafting', 'First-Person', 'Survival Horror', 'Aliens', 'Sci-fi', 'Action', 'Multiplayer', 'Atmospheric', 'Story Rich', 'Sandbox']","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Family Sharing']"
218230,699.07,"['Free to Play', 'FPS', 'Massively Multiplayer', 'Shooter', 'Action', 'Open World', 'Multiplayer', 'Team-Based', 'Sci-fi', 'War', 'Tactical', 'First-Person', 'PvP', 'Futuristic', 'Online Co-Op', 'Co-op', 'Strategy', 'Space', 'Adventure', 'RPG']","['Action', 'Massively Multiplayer', 'Free To Play']","['MMO', 'Online PvP', 'Steam Trading Cards', 'Steam Cloud']"
851850,1185.96,"['Action', 'RPG', 'Anime', 'Open World', 'Multiplayer', 'Fighting', 'Singleplayer', 'Story Rich', 'Adventure', 'JRPG', 'Controller', 'Great Soundtrack', 'Action RPG', ""Beat 'em up"", 'Fantasy', 'Dragons', 'Third Person', 'Atmospheric', 'Character Customization', 'Difficult']","['Action', 'RPG']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
433340,954.3,"['Cute', 'Exploration', 'Adventure', 'Singleplayer', 'Open World', 'First-Person', 'Colorful', 'Funny', 'Sandbox', 'Simulation', 'Casual', 'Management', 'Fantasy', 'Family Friendly', 'Indie', 'Great Soundtrack', 'Female Protagonist', 'Action', 'Early Access', 'FPS']","['Action', 'Adventure', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
1665460,10280.15,"['Football (Soccer)', 'Free to Play', 'Controller', 'Multiplayer', 'Sports', 'eSports', 'Simulation', 'PvP', 'Local Multiplayer', 'Co-op', 'Singleplayer', 'Online Co-Op', 'Local Co-Op', 'Realistic', 'Comedy', 'Memes', 'Violent', 'LGBTQ+', 'Anime', 'Funny']","['Simulation', 'Sports', 'Free To Play']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'In-App Purchases']"
412020,1097.3,"['Post-apocalyptic', 'FPS', 'Open World', 'Singleplayer', 'Story Rich', 'Atmospheric', 'Action', 'First-Person', 'Survival', 'Horror', 'Shooter', 'Stealth', 'Adventure', 'Exploration', 'Survival Horror', 'Great Soundtrack', 'Violent', 'Gore', 'Psychological Horror', 'Sci-fi']",['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
2357570,35242.59,"['Free to Play', 'Hero Shooter', 'FPS', 'Multiplayer', 'Team-Based', 'PvP', 'Shooter', 'First-Person', 'Dark Humor', 'Action', 'Competitive', 'Co-op', 'Dystopian', 'PvE', 'Sci-fi', 'Cinematic', 'Lore-Rich', 'Casual', 'MOBA', 'Family Friendly']","['Action', 'Free To Play']","['Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']"
1366540,4197.32,"['Space', 'Automation', 'Base Building', 'Building', 'Open World', 'Resource Management', 'Simulation', 'Sci-fi', 'Management', 'Sandbox', 'City Builder', 'Strategy', 'Singleplayer', 'Space Sim', '3D', 'Third Person', 'Early Access', 'Indie', 'RTS', 'Multiplayer']","['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Family Sharing']"
387990,947.87,"['Building', 'Sandbox', 'Survival', 'Open World', 'Multiplayer', 'Physics', 'Crafting', 'Base Building', 'Co-op', 'Singleplayer', 'First-Person', 'Adventure', 'Third Person', 'Funny', 'Simulation', 'Early Access', 'Action', 'Indie', 'Moddable', 'Online Co-Op']","['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']","['Single-player', 'Online Co-op', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']"
349040,858.24,"['Anime', 'Fighting', 'Action', 'Ninja', 'Multiplayer', 'Adventure', 'Story Rich', 'Singleplayer', 'Local Multiplayer', 'Third Person', 'Great Soundtrack', 'Open World', 'Fantasy', 'Co-op', 'Atmospheric', 'Online Co-Op', 'Local Co-Op', ""Beat 'em up"", 'Memes', 'Heist']","['Action', 'Adventure']","['Single-player', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']"
270880,7283.15,"['Automobile Sim', 'Driving', 'Open World', 'Transportation', 'Simulation', 'America', 'Realistic', 'Moddable', 'Relaxing', 'Exploration', 'Economy', 'Management', 'Atmospheric', 'Immersive Sim', 'Multiplayer', 'Singleplayer', 'Adventure', 'Casual', 'Family Friendly', 'Level Editor']","['Indie', 'Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']"
48700,3525.24,"['Medieval', 'RPG', 'Open World', 'Strategy', 'Sandbox', 'Multiplayer', 'Action', 'Moddable', 'Military', 'Adventure', 'Horses', 'Singleplayer', 'Realistic', 'First-Person', 'Historical', 'Third Person', 'Simulation', 'Hack and Slash', 'Fantasy', 'Indie']","['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Family Sharing']"
35140,592.31,"['Action', 'Stealth', 'Third Person', 'Superhero', 'Adventure', 'Singleplayer', 'Open World', ""Beat 'em up"", 'Detective', 'Comic Book', 'Atmospheric', 'Story Rich', 'Action-Adventure', 'Fighting', 'Controller', 'Metroidvania', 'Puzzle', '3D Vision', 'Dark', 'Horror']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
794260,621.69,"['RPG', 'Open World', 'Survival', 'Co-op', 'Online Co-Op', 'Souls-like', 'Local Co-Op', 'Fantasy', 'Adventure', 'Split Screen', 'Exploration', 'Multiplayer', 'Singleplayer', 'Third Person', 'Difficult', 'Atmospheric', 'Resource Management', 'Realistic', 'Moddable', 'Violent']",['RPG'],"['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Remote Play Together', 'Family Sharing']"
1304930,1374.8,"['Horror', 'Multiplayer', 'Co-op', 'Survival Horror', 'Psychological Horror', 'First-Person', 'PvE', 'Character Customization', 'Stealth', 'Action-Adventure', 'Action', 'Survival', 'Dark Humor', 'Dark', 'Alternate History', 'Realistic', 'Atmospheric', 'Science', 'Adventure', 'Management']","['Action', 'Adventure', 'Indie']","['Single-player', 'Online Co-op', 'Family Sharing']"
231430,3178.66,"['Strategy', 'World War II', 'RTS', 'Multiplayer', 'Tactical', 'War', 'Historical', 'Military', 'Singleplayer', 'Co-op', 'Online Co-Op', 'Base Building', 'Tanks', 'Real-Time', 'Action', 'Real-Time with Pause', 'Atmospheric', 'Simulation', 'Great Soundtrack', 'Adventure']",['Strategy'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Family Sharing']"
204360,570.91,"['2D', 'Online Co-Op', 'Co-op', ""Beat 'em up"", 'Hack and Slash', 'Funny', 'Adventure', '4 Player Local', 'Local Co-Op', 'Multiplayer', 'Local Multiplayer', 'Action', 'Singleplayer', 'Medieval', 'Cartoony', 'Cute', 'Comedy', 'RPG', 'Arcade', 'Casual']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']"
1250,205.58,"['FPS', 'Zombies', 'Co-op', 'Survival', 'Horror', 'Action', 'Multiplayer', 'Online Co-Op', 'Violent', 'Gore', 'Shooter', 'Team-Based', 'First-Person', 'Survival Horror', 'Moddable', 'Class-Based', 'Bullet Time', '3D', 'Singleplayer', 'Dark Comedy']",['Action'],"['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Family Sharing']"
238320,235.89,"['Horror', 'First-Person', 'Survival Horror', 'Atmospheric', 'Psychological Horror', 'Gore', 'Survival', 'Singleplayer', 'Dark', 'Adventure', 'Action', 'Indie', 'Stealth', 'Multiplayer', 'Nudity', 'Parkour', 'Difficult', 'Walking Simulator', '3D Vision', 'Sci-fi']","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']"
